frame_idx,difficulty_reason,image_name,image_path,timestamp_iso,sat_x_km,sat_y_km,sat_z_km,quat_w,quat_x,quat_y,quat_z,cam_lens_mm,cam_type,cam_sensor_width_mm,cam_sensor_height_mm
21,lowcontrast,0021.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0021.png,2025-01-01T00:06:44.819277,-7.994976,-0.032943,1748.572998,0.155574,0.467632,0.086062,0.865858,50.00,PERSP,36.00,24.00
22,lowcontrast,0022.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0022.png,2025-01-01T00:07:05.060241,-7.993994,-0.105758,1748.576782,0.151668,0.467252,0.088160,0.866545,50.00,PERSP,36.00,24.00
23,lowcontrast,0023.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0023.png,2025-01-01T00:07:25.301205,-7.993044,-0.181991,1748.577881,0.147555,0.466825,0.090378,0.867257,50.00,PERSP,36.00,24.00
24,lowcontrast,0024.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0024.png,2025-01-01T00:07:45.542169,-7.990514,-0.260977,1748.577759,0.143206,0.466390,0.092699,0.867974,50.00,PERSP,36.00,24.00
25,lowcontrast,0025.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0025.png,2025-01-01T00:08:05.783133,-7.987607,-0.345090,1748.576416,0.138648,0.465887,0.095153,0.868718,50.00,PERSP,36.00,24.00
26,lowcontrast,0026.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0026.png,2025-01-01T00:08:26.024096,-7.983679,-0.432905,1748.577881,0.133817,0.465420,0.097691,0.869445,50.00,PERSP,36.00,24.00
27,lowcontrast,0027.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0027.png,2025-01-01T00:08:46.265060,-7.978420,-0.525467,1748.578369,0.128797,0.464817,0.100398,0.870216,50.00,PERSP,36.00,24.00
28,lowcontrast,0028.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0028.png,2025-01-01T00:09:06.506024,-7.970634,-0.622586,1748.580078,0.123547,0.464143,0.103243,0.871004,50.00,PERSP,36.00,24.00
29,lowcontrast,0029.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0029.png,2025-01-01T00:09:26.746988,-7.961464,-0.723597,1748.586670,0.118024,0.463460,0.106196,0.871778,50.00,PERSP,36.00,24.00
30,lowcontrast,0030.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0030.png,2025-01-01T00:09:46.987952,-7.952107,-0.829450,1748.587402,0.112215,0.462782,0.109253,0.872528,50.00,PERSP,36.00,24.00
31,lowcontrast,0031.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0031.png,2025-01-01T00:10:07.228916,-7.940146,-0.939859,1748.593506,0.106142,0.462052,0.112442,0.873269,50.00,PERSP,36.00,24.00
32,lowcontrast,0032.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0032.png,2025-01-01T00:10:27.469880,-7.925439,-1.053972,1748.592407,0.099828,0.461214,0.115787,0.874019,50.00,PERSP,36.00,24.00
33,lowcontrast,0033.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0033.png,2025-01-01T00:10:47.710843,-7.909011,-1.173495,1748.595459,0.093207,0.460378,0.119240,0.874726,50.00,PERSP,36.00,24.00
34,lowcontrast,0034.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0034.png,2025-01-01T00:11:07.951807,-7.889503,-1.297386,1748.590820,0.086336,0.459427,0.122852,0.875432,50.00,PERSP,36.00,24.00
35,lowcontrast,0035.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0035.png,2025-01-01T00:11:28.192771,-7.867052,-1.425928,1748.588135,0.079220,0.458333,0.126632,0.876139,50.00,PERSP,36.00,24.00
36,lowcontrast,0036.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0036.png,2025-01-01T00:11:48.433735,-7.841566,-1.559502,1748.584961,0.071785,0.457231,0.130522,0.876784,50.00,PERSP,36.00,24.00
37,lowcontrast,0037.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0037.png,2025-01-01T00:12:08.674699,-7.812416,-1.698203,1748.580566,0.064075,0.456026,0.134560,0.877398,50.00,PERSP,36.00,24.00
38,lowcontrast,0038.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0038.png,2025-01-01T00:12:28.915663,-7.781087,-1.840605,1748.579468,0.056020,0.454852,0.138692,0.877915,50.00,PERSP,36.00,24.00
39,lowcontrast,0039.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0039.png,2025-01-01T00:12:49.156627,-7.743872,-1.987281,1748.574097,0.047735,0.453471,0.143007,0.878427,50.00,PERSP,36.00,24.00
40,lowcontrast,0040.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0040.png,2025-01-01T00:13:09.397590,-7.704932,-2.137943,1748.573242,0.039093,0.452141,0.147405,0.878813,50.00,PERSP,36.00,24.00
41,lowcontrast,0041.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0041.png,2025-01-01T00:13:29.638554,-7.658847,-2.293162,1748.567627,0.030227,0.450584,0.151984,0.879182,50.00,PERSP,36.00,24.00
42,lowcontrast,0042.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0042.png,2025-01-01T00:13:49.879518,-7.609064,-2.453413,1748.562012,0.021086,0.448909,0.156698,0.879478,50.00,PERSP,36.00,24.00
43,lowcontrast,0043.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0043.png,2025-01-01T00:14:10.120482,-7.554924,-2.616227,1748.553101,0.011602,0.447269,0.161489,0.879623,50.00,PERSP,36.00,24.00
44,lowcontrast,0044.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0044.png,2025-01-01T00:14:30.361446,-7.495616,-2.782364,1748.552490,0.001876,0.445461,0.166421,0.879696,50.00,PERSP,36.00,24.00
45,lowcontrast,0045.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0045.png,2025-01-01T00:14:50.602410,-7.429067,-2.952108,1748.551514,0.008055,-0.443417,-0.171507,-0.879717,50.00,PERSP,36.00,24.00
46,lowcontrast,0046.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0046.png,2025-01-01T00:15:10.843373,-7.359004,-3.124131,1748.546753,0.018325,-0.441454,-0.176639,-0.879535,50.00,PERSP,36.00,24.00
47,lowcontrast,0047.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0047.png,2025-01-01T00:15:31.084337,-7.283314,-3.298622,1748.543701,0.028829,-0.439365,-0.181875,-0.879232,50.00,PERSP,36.00,24.00
48,lowcontrast,0048.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0048.png,2025-01-01T00:15:51.325301,-7.200415,-3.474822,1748.537354,0.039502,-0.437032,-0.187237,-0.878854,50.00,PERSP,36.00,24.00
49,lowcontrast,0049.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0049.png,2025-01-01T00:16:11.566265,-7.111271,-3.652730,1748.532715,0.050446,-0.434732,-0.192638,-0.878267,50.00,PERSP,36.00,24.00
50,lowcontrast,0050.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0050.png,2025-01-01T00:16:31.807229,-7.017760,-3.831494,1748.526489,0.061566,-0.432285,-0.198117,-0.877547,50.00,PERSP,36.00,24.00
51,hotspot,0051.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0051.png,2025-01-01T00:16:52.048193,-6.917200,-4.010921,1748.523682,0.072849,-0.429714,-0.203656,-0.876677,50.00,PERSP,36.00,24.00
52,hotspot,0052.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0052.png,2025-01-01T00:17:12.289157,-6.809187,-4.189779,1748.520630,0.084257,-0.426976,-0.209253,-0.875674,50.00,PERSP,36.00,24.00
53,hotspot,0053.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0053.png,2025-01-01T00:17:32.530120,-6.695252,-4.368068,1748.519287,0.095781,-0.424112,-0.214882,-0.874518,50.00,PERSP,36.00,24.00
54,hotspot,0054.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0054.png,2025-01-01T00:17:52.771084,-6.577082,-4.544980,1748.519409,0.107446,-0.421260,-0.220506,-0.873139,50.00,PERSP,36.00,24.00
55,hotspot,0055.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0055.png,2025-01-01T00:18:13.012048,-6.453162,-4.720041,1748.518921,0.119169,-0.418278,-0.226141,-0.871609,50.00,PERSP,36.00,24.00
56,hotspot,0056.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0056.png,2025-01-01T00:18:33.253012,-6.322884,-4.892609,1748.519653,0.130934,-0.415201,-0.231766,-0.869913,50.00,PERSP,36.00,24.00
57,hotspot,0057.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0057.png,2025-01-01T00:18:53.493976,-6.187109,-5.061985,1748.520630,0.142659,-0.411888,-0.237390,-0.868126,50.00,PERSP,36.00,24.00
58,hotspot,0058.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0058.png,2025-01-01T00:19:13.734940,-6.049890,-5.228087,1748.522827,0.154498,-0.408855,-0.242924,-0.866000,50.00,PERSP,36.00,24.00
59,hotspot,0059.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0059.png,2025-01-01T00:19:33.975904,-5.906481,-5.390070,1748.523071,0.166189,-0.405462,-0.248447,-0.863861,50.00,PERSP,36.00,24.00
60,hotspot,0060.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0060.png,2025-01-01T00:19:54.216867,-5.758033,-5.547485,1748.525391,0.177845,-0.402107,-0.253893,-0.861521,50.00,PERSP,36.00,24.00
61,hotspot,0061.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0061.png,2025-01-01T00:20:14.457831,-5.606478,-5.700064,1748.525513,0.189386,-0.398653,-0.259267,-0.859063,50.00,PERSP,36.00,24.00
62,hotspot,0062.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0062.png,2025-01-01T00:20:34.698795,-5.452909,-5.847261,1748.527832,0.200801,-0.395148,-0.264553,-0.856475,50.00,PERSP,36.00,24.00
63,hotspot,0063.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0063.png,2025-01-01T00:20:54.939759,-5.297341,-5.989082,1748.529663,0.212067,-0.391612,-0.269738,-0.853761,50.00,PERSP,36.00,24.00
64,hotspot,0064.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0064.png,2025-01-01T00:21:15.180723,-5.138595,-6.124514,1748.530273,0.223156,-0.388044,-0.274815,-0.850941,50.00,PERSP,36.00,24.00
65,hotspot,0065.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0065.png,2025-01-01T00:21:35.421687,-4.979659,-6.254480,1748.533447,0.234043,-0.384427,-0.279775,-0.848036,50.00,PERSP,36.00,24.00
66,hotspot,0066.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0066.png,2025-01-01T00:21:55.662651,-4.820216,-6.378109,1748.533081,0.244748,-0.380920,-0.284606,-0.844984,50.00,PERSP,36.00,24.00
67,hotspot,0067.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0067.png,2025-01-01T00:22:15.903614,-4.660920,-6.495853,1748.534302,0.255208,-0.377371,-0.289306,-0.841880,50.00,PERSP,36.00,24.00
68,hotspot,0068.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0068.png,2025-01-01T00:22:36.144578,-4.499458,-6.606310,1748.533447,0.265371,-0.373658,-0.293871,-0.838808,50.00,PERSP,36.00,24.00
69,hotspot,0069.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0069.png,2025-01-01T00:22:56.385542,-4.343361,-6.712400,1748.537354,0.275368,-0.370300,-0.298293,-0.835507,50.00,PERSP,36.00,24.00
70,hotspot,0070.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0070.png,2025-01-01T00:23:16.626506,-4.186694,-6.811608,1748.535645,0.285065,-0.366874,-0.302573,-0.832221,50.00,PERSP,36.00,24.00
71,hotspot,0071.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0071.png,2025-01-01T00:23:36.867470,-4.031665,-6.904312,1748.536499,0.294442,-0.363337,-0.306703,-0.828989,50.00,PERSP,36.00,24.00
72,hotspot,0072.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0072.png,2025-01-01T00:23:57.108434,-3.876997,-6.991463,1748.538452,0.303547,-0.359902,-0.310685,-0.825714,50.00,PERSP,36.00,24.00
73,hotspot,0073.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0073.png,2025-01-01T00:24:17.349398,-3.727797,-7.072965,1748.538574,0.312380,-0.356593,-0.314523,-0.822396,50.00,PERSP,36.00,24.00
74,hotspot,0074.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0074.png,2025-01-01T00:24:37.590361,-3.579441,-7.148343,1748.539185,0.320908,-0.353304,-0.318211,-0.819107,50.00,PERSP,36.00,24.00
75,hotspot,0075.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0075.png,2025-01-01T00:24:57.831325,-3.434546,-7.219450,1748.540283,0.329137,-0.350070,-0.321752,-0.815840,50.00,PERSP,36.00,24.00
76,hotspot,0076.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0076.png,2025-01-01T00:25:18.072289,-3.294115,-7.285145,1748.543945,0.337093,-0.347003,-0.325156,-0.812546,50.00,PERSP,36.00,24.00
77,hotspot,0077.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0077.png,2025-01-01T00:25:38.313253,-3.157032,-7.346473,1748.548340,0.344741,-0.343955,-0.328414,-0.809317,50.00,PERSP,36.00,24.00
78,hotspot,0078.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0078.png,2025-01-01T00:25:58.554217,-3.021344,-7.402295,1748.569946,0.352073,-0.340887,-0.331522,-0.806185,50.00,PERSP,36.00,24.00
79,hotspot,0079.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0079.png,2025-01-01T00:26:18.795181,-2.892394,-7.454605,1748.599243,0.359141,-0.338012,-0.334506,-0.803039,50.00,PERSP,36.00,24.00
80,hotspot,0080.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0080.png,2025-01-01T00:26:39.036145,-2.764896,-7.501787,1748.630005,0.365909,-0.335151,-0.337348,-0.799988,50.00,PERSP,36.00,24.00
81,hotspot,0081.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0081.png,2025-01-01T00:26:59.277108,-2.642999,-7.546027,1748.664185,0.372400,-0.332394,-0.340062,-0.796988,50.00,PERSP,36.00,24.00
82,hotspot,0082.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0082.png,2025-01-01T00:27:19.518072,-2.524519,-7.586280,1748.699829,0.378620,-0.329743,-0.342652,-0.794044,50.00,PERSP,36.00,24.00
83,hotspot,0083.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0083.png,2025-01-01T00:27:39.759036,-2.410597,-7.623020,1748.735718,0.384567,-0.327158,-0.345117,-0.791183,50.00,PERSP,36.00,24.00
84,hotspot,0084.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0084.png,2025-01-01T00:28:00,-2.300928,-7.657006,1748.774658,0.390251,-0.324666,-0.347464,-0.788394,50.00,PERSP,36.00,24.00
85,hotspot,0085.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0085.png,2025-01-01T00:28:20.240964,-2.194295,-7.687860,1748.808838,0.395670,-0.322214,-0.349687,-0.785711,50.00,PERSP,36.00,24.00
86,hotspot,0086.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0086.png,2025-01-01T00:28:40.481928,-2.092944,-7.716531,1748.840698,0.400857,-0.319942,-0.351815,-0.783056,50.00,PERSP,36.00,24.00
87,hotspot,0087.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0087.png,2025-01-01T00:29:00.722892,-1.994781,-7.742353,1748.872070,0.405783,-0.317660,-0.353820,-0.780541,50.00,PERSP,36.00,24.00
88,hotspot,0088.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0088.png,2025-01-01T00:29:20.963855,-1.901934,-7.765422,1748.881104,0.410476,-0.315477,-0.355722,-0.778104,50.00,PERSP,36.00,24.00
89,hotspot,0089.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0089.png,2025-01-01T00:29:41.204819,-1.812361,-7.787258,1748.881958,0.414961,-0.313494,-0.357545,-0.775687,50.00,PERSP,36.00,24.00
90,hotspot,0090.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0090.png,2025-01-01T00:30:01.445783,-1.726683,-7.806624,1748.884766,0.419205,-0.311500,-0.359254,-0.773415,50.00,PERSP,36.00,24.00
91,hotspot,0091.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0091.png,2025-01-01T00:30:21.686747,-1.644328,-7.823808,1748.886841,0.423238,-0.309606,-0.360874,-0.771222,50.00,PERSP,36.00,24.00
92,hotspot,0092.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0092.png,2025-01-01T00:30:41.927711,-1.566812,-7.840422,1748.879883,0.427071,-0.307855,-0.362417,-0.769083,50.00,PERSP,36.00,24.00
93,hotspot,0093.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0093.png,2025-01-01T00:31:02.168675,-1.493142,-7.854947,1748.869751,0.430696,-0.306150,-0.363866,-0.767056,50.00,PERSP,36.00,24.00
94,hotspot,0094.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0094.png,2025-01-01T00:31:22.409639,-1.422700,-7.867431,1748.867310,0.434117,-0.304487,-0.365225,-0.765141,50.00,PERSP,36.00,24.00
95,hotspot,0095.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0095.png,2025-01-01T00:31:42.650602,-1.356436,-7.879250,1748.864624,0.437350,-0.302917,-0.366506,-0.763308,50.00,PERSP,36.00,24.00
96,hotspot,0096.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0096.png,2025-01-01T00:32:02.891566,-1.292584,-7.890263,1748.869995,0.440403,-0.301456,-0.367718,-0.761546,50.00,PERSP,36.00,24.00
97,hotspot,0097.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0097.png,2025-01-01T00:32:23.132530,-1.232507,-7.899139,1748.874146,0.443274,-0.300055,-0.368852,-0.759884,50.00,PERSP,36.00,24.00
98,hotspot,0098.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0098.png,2025-01-01T00:32:43.373494,-1.177198,-7.908917,1748.894409,0.445985,-0.298817,-0.369934,-0.758257,50.00,PERSP,36.00,24.00
99,hotspot,0099.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0099.png,2025-01-01T00:33:03.614458,-1.123910,-7.916132,1748.904175,0.448514,-0.297566,-0.370927,-0.756771,50.00,PERSP,36.00,24.00
100,hotspot,0100.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0100.png,2025-01-01T00:33:23.855422,-1.074982,-7.923158,1748.907593,0.450886,-0.296438,-0.371865,-0.755343,50.00,PERSP,36.00,24.00
101,lowsnr,0101.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0101.png,2025-01-01T00:33:44.096386,-1.027641,-7.928711,1748.912476,0.453078,-0.295253,-0.372708,-0.754079,50.00,PERSP,36.00,24.00
102,lowsnr,0102.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0102.png,2025-01-01T00:34:04.337349,-0.984066,-7.934360,1748.923462,0.455135,-0.294264,-0.373517,-0.752825,50.00,PERSP,36.00,24.00
103,lowsnr,0103.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0103.png,2025-01-01T00:34:24.578313,-0.944227,-7.938751,1748.946899,0.457027,-0.293257,-0.374246,-0.751709,50.00,PERSP,36.00,24.00
104,lowsnr,0104.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0104.png,2025-01-01T00:34:44.819277,-0.907392,-7.942501,1748.956543,0.458785,-0.292400,-0.374935,-0.750628,50.00,PERSP,36.00,24.00
105,lowsnr,0105.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0105.png,2025-01-01T00:35:05.060241,-0.873627,-7.947366,1748.970947,0.460401,-0.291624,-0.375570,-0.749623,50.00,PERSP,36.00,24.00
106,lowsnr,0106.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0106.png,2025-01-01T00:35:25.301205,-0.842741,-7.951021,1748.984497,0.461882,-0.290954,-0.376159,-0.748676,50.00,PERSP,36.00,24.00
107,lowsnr,0107.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0107.png,2025-01-01T00:35:45.542169,-0.813864,-7.953228,1748.996826,0.463207,-0.290219,-0.376662,-0.747889,50.00,PERSP,36.00,24.00
108,lowsnr,0108.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0108.png,2025-01-01T00:36:05.783133,-0.788485,-7.956172,1749.001953,0.464410,-0.289631,-0.377132,-0.747133,50.00,PERSP,36.00,24.00
109,lowsnr,0109.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0109.png,2025-01-01T00:36:26.024096,-0.765955,-7.958497,1749.015991,0.465480,-0.289101,-0.377549,-0.746462,50.00,PERSP,36.00,24.00
110,lowsnr,0110.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0110.png,2025-01-01T00:36:46.265060,-0.745669,-7.960372,1749.037231,0.466415,-0.288592,-0.377904,-0.745896,50.00,PERSP,36.00,24.00
111,lowsnr,0111.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0111.png,2025-01-01T00:37:06.506024,-0.728154,-7.962093,1749.054565,0.467235,-0.288229,-0.378232,-0.745356,50.00,PERSP,36.00,24.00
