frame_idx,difficulty_reason,image_name,image_path,timestamp_iso,sat_x_km,sat_y_km,sat_z_km,quat_w,quat_x,quat_y,quat_z,cam_lens_mm,cam_type,cam_sensor_width_mm,cam_sensor_height_mm
31,lowlight,0031.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0031.png,2025-01-01T00:10:07.228916,1.228463,1.029786,1748.610962,0.866303,0.240669,-0.412000,0.147830,50.00,PERSP,36.00,24.00
32,lowlight,0032.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0032.png,2025-01-01T00:10:27.469880,1.228463,1.029773,1748.609985,0.866309,0.240671,-0.411987,0.147825,50.00,PERSP,36.00,24.00
33,lowlight,0033.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0033.png,2025-01-01T00:10:47.710843,1.229032,1.029808,1748.612305,0.866282,0.240663,-0.412042,0.147845,50.00,PERSP,36.00,24.00
34,lowlight,0034.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0034.png,2025-01-01T00:11:07.951807,1.228842,1.029819,1748.608521,0.866283,0.240663,-0.412041,0.147844,50.00,PERSP,36.00,24.00
35,lowlight,0035.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0035.png,2025-01-01T00:11:28.192771,1.229222,1.029807,1748.605225,0.866323,0.240674,-0.411960,0.147815,50.00,PERSP,36.00,24.00
36,lowlight,0036.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0036.png,2025-01-01T00:11:48.433735,1.227513,1.029748,1748.602417,0.866328,0.240676,-0.411949,0.147811,50.00,PERSP,36.00,24.00
37,lowlight,0037.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0037.png,2025-01-01T00:12:08.674699,1.227893,1.029754,1748.598267,0.866348,0.240681,-0.411910,0.147797,50.00,PERSP,36.00,24.00
38,lowlight,0038.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0038.png,2025-01-01T00:12:28.915663,1.227893,1.029773,1748.597534,0.866308,0.240670,-0.411989,0.147826,50.00,PERSP,36.00,24.00
39,lowlight,0039.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0039.png,2025-01-01T00:12:49.156627,1.228463,1.029785,1748.592407,0.866334,0.240677,-0.411938,0.147807,50.00,PERSP,36.00,24.00
40,lowlight,0040.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0040.png,2025-01-01T00:13:09.397590,1.228748,1.029828,1748.590698,0.866286,0.240664,-0.412033,0.147842,50.00,PERSP,36.00,24.00
41,lowlight,0041.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0041.png,2025-01-01T00:13:29.638554,1.227988,1.029794,1748.584717,0.866309,0.240670,-0.411988,0.147825,50.00,PERSP,36.00,24.00
42,lowlight,0042.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0042.png,2025-01-01T00:13:49.879518,1.227988,1.029801,1748.579468,0.866343,0.240680,-0.411919,0.147801,50.00,PERSP,36.00,24.00
43,lowlight,0043.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0043.png,2025-01-01T00:14:10.120482,1.228653,1.029785,1748.569946,0.866307,0.240669,-0.411992,0.147827,50.00,PERSP,36.00,24.00
44,lowlight,0044.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0044.png,2025-01-01T00:14:30.361446,1.228653,1.029792,1748.570190,0.866305,0.240669,-0.411997,0.147829,50.00,PERSP,36.00,24.00
45,lowlight,0045.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0045.png,2025-01-01T00:14:50.602410,1.227513,1.029753,1748.568604,0.866370,0.240687,-0.411866,0.147782,50.00,PERSP,36.00,24.00
46,lowlight,0046.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0046.png,2025-01-01T00:15:10.843373,1.227561,1.029796,1748.564453,0.866337,0.240678,-0.411932,0.147806,50.00,PERSP,36.00,24.00
47,lowlight,0047.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0047.png,2025-01-01T00:15:31.084337,1.227893,1.029804,1748.561279,0.866312,0.240671,-0.411981,0.147823,50.00,PERSP,36.00,24.00
48,lowlight,0048.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0048.png,2025-01-01T00:15:51.325301,1.228320,1.029771,1748.554810,0.866356,0.240683,-0.411895,0.147792,50.00,PERSP,36.00,24.00
49,lowlight,0049.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0049.png,2025-01-01T00:16:11.566265,1.228463,1.029798,1748.550171,0.866324,0.240674,-0.411957,0.147815,50.00,PERSP,36.00,24.00
50,lowlight,0050.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0050.png,2025-01-01T00:16:31.807229,1.228344,1.029800,1748.543579,0.866312,0.240670,-0.411982,0.147824,50.00,PERSP,36.00,24.00
51,backlit,0051.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0051.png,2025-01-01T00:16:52.048193,1.227964,1.029809,1748.540894,0.866306,0.240669,-0.411995,0.147828,50.00,PERSP,36.00,24.00
52,backlit,0052.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0052.png,2025-01-01T00:17:12.289157,1.228368,1.029788,1748.537720,0.866329,0.240675,-0.411949,0.147812,50.00,PERSP,36.00,24.00
53,backlit,0053.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0053.png,2025-01-01T00:17:32.530120,1.227632,1.029785,1748.536865,0.866362,0.240684,-0.411883,0.147788,50.00,PERSP,36.00,24.00
54,backlit,0054.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0054.png,2025-01-01T00:17:52.771084,1.228985,1.029803,1748.536743,0.866337,0.240677,-0.411932,0.147806,50.00,PERSP,36.00,24.00
55,backlit,0055.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0055.png,2025-01-01T00:18:13.012048,1.228943,1.029773,1748.536133,0.866328,0.240675,-0.411950,0.147812,50.00,PERSP,36.00,24.00
56,backlit,0056.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0056.png,2025-01-01T00:18:33.253012,1.227688,1.029797,1748.537109,0.866321,0.240673,-0.411965,0.147818,50.00,PERSP,36.00,24.00
57,backlit,0057.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0057.png,2025-01-01T00:18:53.493976,1.227455,1.029757,1748.537842,0.866388,0.240691,-0.411829,0.147769,50.00,PERSP,36.00,24.00
58,backlit,0058.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0058.png,2025-01-01T00:19:13.734940,1.228310,1.029804,1748.539917,0.866276,0.240660,-0.412054,0.147849,50.00,PERSP,36.00,24.00
59,backlit,0059.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0059.png,2025-01-01T00:19:33.975904,1.227912,1.029809,1748.540283,0.866309,0.240669,-0.411989,0.147826,50.00,PERSP,36.00,24.00
60,backlit,0060.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0060.png,2025-01-01T00:19:54.216867,1.228920,1.029819,1748.542603,0.866291,0.240665,-0.412024,0.147839,50.00,PERSP,36.00,24.00
61,backlit,0061.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0061.png,2025-01-01T00:20:14.457831,1.227911,1.029796,1748.543213,0.866297,0.240666,-0.412012,0.147835,50.00,PERSP,36.00,24.00
62,backlit,0062.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0062.png,2025-01-01T00:20:34.698795,1.228039,1.029815,1748.545044,0.866306,0.240669,-0.411995,0.147828,50.00,PERSP,36.00,24.00
63,backlit,0063.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0063.png,2025-01-01T00:20:54.939759,1.227863,1.029812,1748.547363,0.866313,0.240671,-0.411980,0.147823,50.00,PERSP,36.00,24.00
64,backlit,0064.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0064.png,2025-01-01T00:21:15.180723,1.227632,1.029778,1748.547729,0.866325,0.240674,-0.411957,0.147815,50.00,PERSP,36.00,24.00
65,backlit,0065.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0065.png,2025-01-01T00:21:35.421687,1.227834,1.029774,1748.551147,0.866353,0.240682,-0.411900,0.147794,50.00,PERSP,36.00,24.00
66,backlit,0066.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0066.png,2025-01-01T00:21:55.662651,1.227383,1.029810,1748.550415,0.866325,0.240674,-0.411955,0.147814,50.00,PERSP,36.00,24.00
67,backlit,0067.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0067.png,2025-01-01T00:22:15.903614,1.227751,1.029807,1748.551514,0.866321,0.240673,-0.411964,0.147817,50.00,PERSP,36.00,24.00
68,backlit,0068.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0068.png,2025-01-01T00:22:36.144578,1.227585,1.029739,1748.551392,0.866405,0.240696,-0.411796,0.147757,50.00,PERSP,36.00,24.00
69,backlit,0069.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0069.png,2025-01-01T00:22:56.385542,1.228439,1.029784,1748.554932,0.866325,0.240674,-0.411956,0.147814,50.00,PERSP,36.00,24.00
70,backlit,0070.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0070.png,2025-01-01T00:23:16.626506,1.228653,1.029817,1748.552856,0.866295,0.240666,-0.412017,0.147836,50.00,PERSP,36.00,24.00
71,backlit,0071.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0071.png,2025-01-01T00:23:36.867470,1.228130,1.029802,1748.553955,0.866338,0.240678,-0.411929,0.147805,50.00,PERSP,36.00,24.00
72,backlit,0072.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0072.png,2025-01-01T00:23:57.108434,1.228605,1.029764,1748.556152,0.866355,0.240683,-0.411895,0.147792,50.00,PERSP,36.00,24.00
73,backlit,0073.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0073.png,2025-01-01T00:24:17.349398,1.229127,1.029796,1748.556152,0.866336,0.240677,-0.411933,0.147806,50.00,PERSP,36.00,24.00
74,backlit,0074.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0074.png,2025-01-01T00:24:37.590361,1.228368,1.029787,1748.557007,0.866337,0.240678,-0.411931,0.147805,50.00,PERSP,36.00,24.00
75,backlit,0075.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0075.png,2025-01-01T00:24:57.831325,1.227703,1.029760,1748.557373,0.866343,0.240679,-0.411919,0.147801,50.00,PERSP,36.00,24.00
76,backlit,0076.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0076.png,2025-01-01T00:25:18.072289,1.227703,1.029763,1748.561279,0.866301,0.240668,-0.412005,0.147832,50.00,PERSP,36.00,24.00
77,backlit,0077.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0077.png,2025-01-01T00:25:38.313253,1.228083,1.029806,1748.565552,0.866286,0.240663,-0.412035,0.147843,50.00,PERSP,36.00,24.00
78,backlit,0078.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0078.png,2025-01-01T00:25:58.554217,1.229032,1.029767,1748.587769,0.866319,0.240673,-0.411969,0.147819,50.00,PERSP,36.00,24.00
79,backlit,0079.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0079.png,2025-01-01T00:26:18.795181,1.227703,1.029829,1748.616333,0.866295,0.240667,-0.412015,0.147835,50.00,PERSP,36.00,24.00
80,backlit,0080.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0080.png,2025-01-01T00:26:39.036145,1.228083,1.029795,1748.647217,0.866306,0.240671,-0.411993,0.147827,50.00,PERSP,36.00,24.00
81,backlit,0081.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0081.png,2025-01-01T00:26:59.277108,1.228463,1.029838,1748.681641,0.866308,0.240672,-0.411990,0.147825,50.00,PERSP,36.00,24.00
82,backlit,0082.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0082.png,2025-01-01T00:27:19.518072,1.228083,1.029822,1748.716675,0.866299,0.240670,-0.412007,0.147831,50.00,PERSP,36.00,24.00
83,backlit,0083.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0083.png,2025-01-01T00:27:39.759036,1.228463,1.029830,1748.753418,0.866301,0.240671,-0.412003,0.147829,50.00,PERSP,36.00,24.00
84,backlit,0084.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0084.png,2025-01-01T00:28:00,1.228273,1.029849,1748.792358,0.866300,0.240672,-0.412004,0.147829,50.00,PERSP,36.00,24.00
85,backlit,0085.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0085.png,2025-01-01T00:28:20.240964,1.227513,1.029814,1748.825684,0.866324,0.240679,-0.411956,0.147812,50.00,PERSP,36.00,24.00
86,backlit,0086.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0086.png,2025-01-01T00:28:40.481928,1.228653,1.029815,1748.857666,0.866302,0.240674,-0.412000,0.147827,50.00,PERSP,36.00,24.00
87,backlit,0087.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0087.png,2025-01-01T00:29:00.722892,1.227513,1.029816,1748.888916,0.866329,0.240682,-0.411946,0.147807,50.00,PERSP,36.00,24.00
88,backlit,0088.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0088.png,2025-01-01T00:29:20.963855,1.227893,1.029798,1748.899170,0.866351,0.240688,-0.411902,0.147792,50.00,PERSP,36.00,24.00
89,backlit,0089.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0089.png,2025-01-01T00:29:41.204819,1.228273,1.029834,1748.899170,0.866316,0.240678,-0.411973,0.147817,50.00,PERSP,36.00,24.00
90,backlit,0090.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0090.png,2025-01-01T00:30:01.445783,1.227703,1.029792,1748.902222,0.866329,0.240682,-0.411945,0.147807,50.00,PERSP,36.00,24.00
91,backlit,0091.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0091.png,2025-01-01T00:30:21.686747,1.229222,1.029768,1748.904175,0.866336,0.240684,-0.411932,0.147802,50.00,PERSP,36.00,24.00
92,backlit,0092.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0092.png,2025-01-01T00:30:41.927711,1.227703,1.029827,1748.896362,0.866313,0.240678,-0.411978,0.147819,50.00,PERSP,36.00,24.00
93,backlit,0093.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0093.png,2025-01-01T00:31:02.168675,1.228273,1.029815,1748.887207,0.866309,0.240676,-0.411985,0.147822,50.00,PERSP,36.00,24.00
94,backlit,0094.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0094.png,2025-01-01T00:31:22.409639,1.227703,1.029819,1748.884521,0.866326,0.240681,-0.411953,0.147810,50.00,PERSP,36.00,24.00
95,backlit,0095.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0095.png,2025-01-01T00:31:42.650602,1.227893,1.029806,1748.882324,0.866336,0.240684,-0.411932,0.147802,50.00,PERSP,36.00,24.00
96,backlit,0096.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0096.png,2025-01-01T00:32:02.891566,1.228463,1.029757,1748.886475,0.866331,0.240683,-0.411941,0.147806,50.00,PERSP,36.00,24.00
97,backlit,0097.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0097.png,2025-01-01T00:32:23.132530,1.228463,1.029755,1748.891357,0.866337,0.240684,-0.411930,0.147802,50.00,PERSP,36.00,24.00
98,backlit,0098.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0098.png,2025-01-01T00:32:43.373494,1.227513,1.029812,1748.912109,0.866298,0.240674,-0.412007,0.147829,50.00,PERSP,36.00,24.00
99,backlit,0099.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0099.png,2025-01-01T00:33:03.614458,1.228463,1.029822,1748.921265,0.866305,0.240676,-0.411994,0.147824,50.00,PERSP,36.00,24.00
100,backlit,0100.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0100.png,2025-01-01T00:33:23.855422,1.228083,1.029873,1748.925049,0.866287,0.240671,-0.412029,0.147837,50.00,PERSP,36.00,24.00
101,overexpose,0101.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0101.png,2025-01-01T00:33:44.096386,1.227324,1.029804,1748.929443,0.866336,0.240685,-0.411931,0.147802,50.00,PERSP,36.00,24.00
102,overexpose,0102.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0102.png,2025-01-01T00:34:04.337349,1.228842,1.029795,1748.940918,0.866323,0.240681,-0.411958,0.147811,50.00,PERSP,36.00,24.00
103,overexpose,0103.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0103.png,2025-01-01T00:34:24.578313,1.227988,1.029803,1748.964355,0.866353,0.240690,-0.411896,0.147789,50.00,PERSP,36.00,24.00
104,overexpose,0104.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0104.png,2025-01-01T00:34:44.819277,1.228937,1.029787,1748.973633,0.866344,0.240688,-0.411915,0.147795,50.00,PERSP,36.00,24.00
105,overexpose,0105.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0105.png,2025-01-01T00:35:05.060241,1.227893,1.029771,1748.988403,0.866329,0.240684,-0.411945,0.147806,50.00,PERSP,36.00,24.00
106,overexpose,0106.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0106.png,2025-01-01T00:35:25.301205,1.228463,1.029837,1749.001709,0.866294,0.240674,-0.412015,0.147831,50.00,PERSP,36.00,24.00
107,overexpose,0107.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0107.png,2025-01-01T00:35:45.542169,1.228937,1.029802,1749.014282,0.866326,0.240684,-0.411950,0.147808,50.00,PERSP,36.00,24.00
108,overexpose,0108.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0108.png,2025-01-01T00:36:05.783133,1.228937,1.029833,1749.019409,0.866317,0.240681,-0.411968,0.147814,50.00,PERSP,36.00,24.00
109,overexpose,0109.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0109.png,2025-01-01T00:36:26.024096,1.228273,1.029803,1749.033447,0.866312,0.240680,-0.411978,0.147818,50.00,PERSP,36.00,24.00
110,overexpose,0110.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0110.png,2025-01-01T00:36:46.265060,1.228415,1.029815,1749.054565,0.866329,0.240685,-0.411944,0.147805,50.00,PERSP,36.00,24.00
111,overexpose,0111.png,D:\BaiduNetdiskDownload\fire\Landsat 7_VisibleBatch250\images\0111.png,2025-01-01T00:37:06.506024,1.228036,1.029820,1749.072144,0.866304,0.240678,-0.411995,0.147823,50.00,PERSP,36.00,24.00
