satellite_name,frame_idx,visible_path,infrared_path,quat_w,quat_x,quat_y,quat_z,difficulty_reason_visible,difficulty_reason_infrared,subset_name
Aqua,82,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0082.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0082.png,0.37862,-0.329743,-0.342652,-0.794044,backlit,hotspot,subset_2
Aqua,83,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0083.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0083.png,0.384567,-0.327158,-0.345117,-0.791183,backlit,hotspot,subset_2
Aqua,84,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0084.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0084.png,0.390251,-0.324666,-0.347464,-0.788394,backlit,hotspot,subset_2
Aqua,87,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0087.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0087.png,0.405783,-0.31766,-0.35382,-0.780541,backlit,hotspot,subset_2
Aqua,88,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0088.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0088.png,0.410476,-0.315477,-0.355722,-0.778104,backlit,hotspot,subset_2
Aqua,89,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0089.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0089.png,0.414961,-0.313494,-0.357545,-0.775687,backlit,hotspot,subset_2
Aqua,90,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0090.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0090.png,0.419205,-0.3115,-0.359254,-0.773415,backlit,hotspot,subset_2
Aqua,91,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0091.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0091.png,0.423238,-0.309606,-0.360874,-0.771222,backlit,hotspot,subset_2
Aqua,92,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0092.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0092.png,0.427071,-0.307856,-0.362417,-0.769083,backlit,hotspot,subset_2
Aqua,94,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0094.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0094.png,0.434117,-0.304487,-0.365225,-0.765141,backlit,hotspot,subset_2
Aqua,95,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0095.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0095.png,0.43735,-0.302917,-0.366506,-0.763308,backlit,hotspot,subset_2
Aqua,98,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0098.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0098.png,0.445985,-0.298817,-0.369934,-0.758257,backlit,hotspot,subset_2
Aqua,100,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0100.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0100.png,0.450886,-0.296438,-0.371865,-0.755343,backlit,hotspot,subset_2
Aqua,102,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0102.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0102.png,0.455135,-0.294264,-0.373517,-0.752825,overexpose,lowsnr,subset_3
Aqua,105,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0105.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0105.png,0.460401,-0.291624,-0.37557,-0.749623,overexpose,lowsnr,subset_3
Aqua,107,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0107.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0107.png,0.463207,-0.290219,-0.376662,-0.747889,overexpose,lowsnr,subset_3
Aqua,109,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0109.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0109.png,0.46548,-0.289101,-0.377549,-0.746462,overexpose,lowsnr,subset_3
Aqua,110,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0110.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0110.png,0.466415,-0.288592,-0.377904,-0.745896,overexpose,lowsnr,subset_3
Aqua,113,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0113.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0113.png,0.468489,-0.287601,-0.378719,-0.744564,overexpose,lowsnr,subset_3
Aqua,114,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0114.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0114.png,0.468931,-0.287358,-0.378886,-0.744294,overexpose,lowsnr,subset_3
Aqua,115,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0115.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0115.png,0.469248,-0.28715,-0.379,-0.744117,overexpose,lowsnr,subset_3
Aqua,116,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0116.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0116.png,0.46946,-0.287094,-0.379092,-0.743958,overexpose,lowsnr,subset_3
Aqua,117,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0117.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0117.png,0.469543,-0.287027,-0.379119,-0.743917,overexpose,lowsnr,subset_3
Aqua,118,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0118.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0118.png,0.469515,-0.287053,-0.379111,-0.74393,overexpose,lowsnr,subset_3
Aqua,119,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0119.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0119.png,0.469381,-0.287214,-0.379077,-0.743969,overexpose,lowsnr,subset_3
Aqua,120,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0120.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0120.png,0.46911,-0.287293,-0.378961,-0.744169,overexpose,lowsnr,subset_3
Aqua,121,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0121.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0121.png,0.468723,-0.287424,-0.378799,-0.744445,overexpose,lowsnr,subset_3
Aqua,122,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0122.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0122.png,0.468225,-0.287653,-0.378602,-0.744769,overexpose,lowsnr,subset_3
Aqua,124,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0124.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0124.png,0.466905,-0.288435,-0.378113,-0.745544,overexpose,lowsnr,subset_3
Aqua,126,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0126.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0126.png,0.4651,-0.289326,-0.377409,-0.746683,overexpose,lowsnr,subset_3
Aqua,129,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0129.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0129.png,0.461499,-0.29106,-0.375997,-0.748952,overexpose,lowsnr,subset_3
Aqua,130,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0130.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0130.png,0.460063,-0.291792,-0.37544,-0.749829,overexpose,lowsnr,subset_3
Aqua,131,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0131.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0131.png,0.458509,-0.292614,-0.374843,-0.750759,overexpose,lowsnr,subset_3
Aqua,133,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0133.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0133.png,0.455008,-0.294321,-0.373469,-0.752904,overexpose,lowsnr,subset_3
Aqua,134,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0134.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0134.png,0.453076,-0.295332,-0.372722,-0.754042,overexpose,lowsnr,subset_3
Aqua,135,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0135.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0135.png,0.450995,-0.296277,-0.371893,-0.755327,overexpose,lowsnr,subset_3
Aqua,136,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0136.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0136.png,0.448799,-0.297394,-0.371035,-0.756617,overexpose,lowsnr,subset_3
Aqua,139,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0139.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0139.png,0.441373,-0.300996,-0.368097,-0.760983,overexpose,lowsnr,subset_3
Aqua,140,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0140.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0140.png,0.438609,-0.302285,-0.366994,-0.762602,overexpose,lowsnr,subset_3
Aqua,141,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0141.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0141.png,0.435715,-0.303731,-0.36585,-0.764234,overexpose,lowsnr,subset_3
Aqua,143,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0143.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0143.png,0.429453,-0.306684,-0.363346,-0.767785,overexpose,lowsnr,subset_3
Aqua,145,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0145.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0145.png,0.422574,-0.309942,-0.360588,-0.771585,overexpose,lowsnr,subset_3
Aqua,150,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0150.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0150.png,0.402458,-0.319217,-0.352445,-0.782247,overexpose,lowsnr,subset_3
Aqua,151,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0151.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0151.png,0.397889,-0.321195,-0.350572,-0.784613,lowres,lowres,subset_4
Aqua,152,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0152.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0152.png,0.393147,-0.323301,-0.348627,-0.787001,lowres,lowres,subset_4
Aqua,153,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0153.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0153.png,0.388213,-0.325461,-0.346596,-0.789454,lowres,lowres,subset_4
Aqua,154,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0154.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0154.png,0.383091,-0.327712,-0.344481,-0.791946,lowres,lowres,subset_4
Aqua,155,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0155.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0155.png,0.377768,-0.330006,-0.342273,-0.794504,lowres,lowres,subset_4
Aqua,156,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0156.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0156.png,0.372262,-0.33244,-0.339985,-0.797067,lowres,lowres,subset_4
Aqua,159,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0159.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0159.png,0.354452,-0.339833,-0.33251,-0.80518,lowres,lowres,subset_4
Aqua,160,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0160.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0160.png,0.348113,-0.342484,-0.329829,-0.80792,lowres,lowres,subset_4
Aqua,161,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0161.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0161.png,0.341558,-0.345173,-0.327044,-0.810701,lowres,lowres,subset_4
Aqua,162,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0162.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0162.png,0.334768,-0.347827,-0.324147,-0.813557,lowres,lowres,subset_4
Aqua,163,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0163.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0163.png,0.327791,-0.350647,-0.321157,-0.816369,lowres,lowres,subset_4
Aqua,164,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0164.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0164.png,0.320574,-0.353411,-0.318052,-0.819253,lowres,lowres,subset_4
Aqua,165,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0165.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0165.png,0.313171,-0.356328,-0.314848,-0.822086,lowres,lowres,subset_4
Aqua,166,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0166.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0166.png,0.305544,-0.359237,-0.311533,-0.824948,lowres,lowres,subset_4
Aqua,168,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0168.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0168.png,0.289646,-0.3651,-0.304581,-0.830685,lowres,lowres,subset_4
Aqua,169,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0169.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0169.png,0.281424,-0.368198,-0.300949,-0.833463,lowres,lowres,subset_4
Aqua,170,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0170.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0170.png,0.272964,-0.371174,-0.297208,-0.836294,lowres,lowres,subset_4
Aqua,172,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0172.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0172.png,0.255504,-0.377271,-0.289422,-0.841795,lowres,lowres,subset_4
Aqua,174,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0174.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0174.png,0.237328,-0.383355,-0.281244,-0.847122,lowres,lowres,subset_4
Aqua,178,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0178.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0178.png,0.199249,-0.395591,-0.263827,-0.856856,lowres,lowres,subset_4
Aqua,179,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0179.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0179.png,0.189437,-0.398603,-0.259281,-0.859071,lowres,lowres,subset_4
Aqua,182,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0182.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0182.png,0.159491,-0.407299,-0.245301,-0.865158,lowres,lowres,subset_4
Aqua,185,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0185.png,D:\BaiduNetdiskDownload\fire\Aqua_IRBatch250\images\0185.png,0.129251,-0.41572,-0.230924,-0.870141,lowres,lowres,subset_4
