frame_idx,difficulty_reason,image_name,image_path,timestamp_iso,sat_x_km,sat_y_km,sat_z_km,quat_w,quat_x,quat_y,quat_z,cam_lens_mm,cam_type,cam_sensor_width_mm,cam_sensor_height_mm
11,lowcontrast,0011.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0011.png,2025-01-01T00:03:22.409639,18.571148,50.743938,1743.105103,0.806278,0.355238,-0.330044,0.338811,50.00,PERSP,36.00,24.00
12,lowcontrast,0012.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0012.png,2025-01-01T00:03:42.650602,18.800713,50.659397,1743.105469,0.807041,0.354491,-0.330845,0.336989,50.00,PERSP,36.00,24.00
13,lowcontrast,0013.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0013.png,2025-01-01T00:04:02.891566,19.044401,50.569042,1743.107422,0.807839,0.353698,-0.331709,0.335057,50.00,PERSP,36.00,24.00
14,lowcontrast,0014.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0014.png,2025-01-01T00:04:23.132530,19.299967,50.472160,1743.108887,0.808688,0.352856,-0.332600,0.333006,50.00,PERSP,36.00,24.00
15,lowcontrast,0015.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0015.png,2025-01-01T00:04:43.373494,19.565311,50.365547,1743.109985,0.809611,0.351959,-0.333477,0.330829,50.00,PERSP,36.00,24.00
16,lowcontrast,0016.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0016.png,2025-01-01T00:05:03.614458,19.852680,50.257084,1743.109131,0.810502,0.351026,-0.334534,0.328564,50.00,PERSP,36.00,24.00
17,lowcontrast,0017.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0017.png,2025-01-01T00:05:23.855422,20.147928,50.138180,1743.112305,0.811479,0.350035,-0.335549,0.326166,50.00,PERSP,36.00,24.00
18,lowcontrast,0018.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0018.png,2025-01-01T00:05:44.096386,20.457584,50.013103,1743.111572,0.812484,0.348996,-0.336629,0.323655,50.00,PERSP,36.00,24.00
19,lowcontrast,0019.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0019.png,2025-01-01T00:06:04.337349,20.778320,49.878578,1743.108521,0.813545,0.347903,-0.337719,0.321020,50.00,PERSP,36.00,24.00
20,lowcontrast,0020.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0020.png,2025-01-01T00:06:24.578313,21.120848,49.740734,1743.109619,0.814569,0.346771,-0.338989,0.318298,50.00,PERSP,36.00,24.00
21,lowcontrast,0021.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0021.png,2025-01-01T00:06:44.819277,21.462379,49.588123,1743.105835,0.815734,0.345571,-0.340107,0.315415,50.00,PERSP,36.00,24.00
22,lowcontrast,0022.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0022.png,2025-01-01T00:07:05.060241,21.825436,49.430248,1743.109253,0.816872,0.344329,-0.341380,0.312438,50.00,PERSP,36.00,24.00
23,lowcontrast,0023.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0023.png,2025-01-01T00:07:25.301205,22.198721,49.263729,1743.110474,0.818052,0.343032,-0.342678,0.309340,50.00,PERSP,36.00,24.00
24,lowcontrast,0024.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0024.png,2025-01-01T00:07:45.542169,22.586584,49.088383,1743.109619,0.819248,0.341685,-0.344049,0.306129,50.00,PERSP,36.00,24.00
25,lowcontrast,0025.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0025.png,2025-01-01T00:08:05.783133,22.984026,48.903072,1743.108154,0.820492,0.340282,-0.345425,0.302792,50.00,PERSP,36.00,24.00
26,lowcontrast,0026.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0026.png,2025-01-01T00:08:26.024096,23.399841,48.709782,1743.109619,0.821720,0.338830,-0.346925,0.299356,50.00,PERSP,36.00,24.00
27,lowcontrast,0027.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0027.png,2025-01-01T00:08:46.265060,23.819647,48.503582,1743.109985,0.823029,0.337319,-0.348361,0.295777,50.00,PERSP,36.00,24.00
28,lowcontrast,0028.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0028.png,2025-01-01T00:09:06.506024,24.249323,48.286655,1743.112305,0.824379,0.335752,-0.349805,0.292071,50.00,PERSP,36.00,24.00
29,lowcontrast,0029.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0029.png,2025-01-01T00:09:26.746988,24.692329,48.059952,1743.118774,0.825729,0.334133,-0.351331,0.288258,50.00,PERSP,36.00,24.00
30,lowcontrast,0030.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0030.png,2025-01-01T00:09:46.987952,25.150600,47.824512,1743.120239,0.827068,0.332462,-0.352956,0.284342,50.00,PERSP,36.00,24.00
31,lowcontrast,0031.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0031.png,2025-01-01T00:10:07.228916,25.619808,47.577110,1743.125610,0.828425,0.330735,-0.354617,0.280310,50.00,PERSP,36.00,24.00
32,lowcontrast,0032.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0032.png,2025-01-01T00:10:27.469880,26.095282,47.317368,1743.124146,0.829827,0.328952,-0.356259,0.276148,50.00,PERSP,36.00,24.00
33,lowcontrast,0033.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0033.png,2025-01-01T00:10:47.710843,26.584766,47.048035,1743.127563,0.831209,0.327115,-0.358002,0.271887,50.00,PERSP,36.00,24.00
34,lowcontrast,0034.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0034.png,2025-01-01T00:11:07.951807,27.078775,46.764938,1743.122559,0.832632,0.325222,-0.359721,0.267499,50.00,PERSP,36.00,24.00
35,lowcontrast,0035.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0035.png,2025-01-01T00:11:28.192771,27.577564,46.467979,1743.119873,0.834106,0.323274,-0.361392,0.262977,50.00,PERSP,36.00,24.00
36,lowcontrast,0036.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0036.png,2025-01-01T00:11:48.433735,28.087748,46.159821,1743.117676,0.835552,0.321272,-0.363161,0.258362,50.00,PERSP,36.00,24.00
37,lowcontrast,0037.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0037.png,2025-01-01T00:12:08.674699,28.604385,45.838654,1743.113037,0.837018,0.319216,-0.364930,0.253629,50.00,PERSP,36.00,24.00
38,lowcontrast,0038.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0038.png,2025-01-01T00:12:28.915663,29.136753,45.507900,1743.111572,0.838425,0.317107,-0.366843,0.248822,50.00,PERSP,36.00,24.00
39,lowcontrast,0039.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0039.png,2025-01-01T00:12:49.156627,29.665981,45.160816,1743.107056,0.839900,0.314945,-0.368650,0.243873,50.00,PERSP,36.00,24.00
40,lowcontrast,0040.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0040.png,2025-01-01T00:13:09.397590,30.212467,44.804523,1743.104736,0.841298,0.312729,-0.370626,0.238863,50.00,PERSP,36.00,24.00
41,lowcontrast,0041.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0041.png,2025-01-01T00:13:29.638554,30.753220,44.431427,1743.099365,0.842762,0.310463,-0.372481,0.233714,50.00,PERSP,36.00,24.00
42,lowcontrast,0042.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0042.png,2025-01-01T00:13:49.879518,31.296749,44.045040,1743.093872,0.844231,0.308149,-0.374331,0.228462,50.00,PERSP,36.00,24.00
43,lowcontrast,0043.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0043.png,2025-01-01T00:14:10.120482,31.855824,43.648403,1743.084595,0.845617,0.305780,-0.376340,0.223156,50.00,PERSP,36.00,24.00
44,lowcontrast,0044.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0044.png,2025-01-01T00:14:30.361446,32.411766,43.237141,1743.084595,0.847026,0.303365,-0.378294,0.217741,50.00,PERSP,36.00,24.00
45,lowcontrast,0045.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0045.png,2025-01-01T00:14:50.602410,32.960777,42.810787,1743.083618,0.848487,0.300910,-0.380123,0.212201,50.00,PERSP,36.00,24.00
46,lowcontrast,0046.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0046.png,2025-01-01T00:15:10.843373,33.525925,42.374466,1743.079468,0.849831,0.298400,-0.382160,0.206637,50.00,PERSP,36.00,24.00
47,lowcontrast,0047.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0047.png,2025-01-01T00:15:31.084337,34.090752,41.925041,1743.075439,0.851163,0.295847,-0.384187,0.200990,50.00,PERSP,36.00,24.00
48,lowcontrast,0048.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0048.png,2025-01-01T00:15:51.325301,34.645935,41.461376,1743.069824,0.852539,0.293260,-0.386083,0.195231,50.00,PERSP,36.00,24.00
49,lowcontrast,0049.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0049.png,2025-01-01T00:16:11.566265,35.210609,40.986893,1743.064453,0.853816,0.290623,-0.388130,0.189448,50.00,PERSP,36.00,24.00
50,lowcontrast,0050.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0050.png,2025-01-01T00:16:31.807229,35.771381,40.500347,1743.058350,0.855084,0.287951,-0.390141,0.183592,50.00,PERSP,36.00,24.00
51,hotspot,0051.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0051.png,2025-01-01T00:16:52.048193,36.330261,40.001511,1743.055420,0.856328,0.285243,-0.392137,0.177675,50.00,PERSP,36.00,24.00
52,hotspot,0052.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0052.png,2025-01-01T00:17:12.289157,36.880291,39.490757,1743.052368,0.857568,0.282507,-0.394069,0.171687,50.00,PERSP,36.00,24.00
53,hotspot,0053.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0053.png,2025-01-01T00:17:32.530120,37.425964,38.968945,1743.051392,0.858783,0.279744,-0.395975,0.165647,50.00,PERSP,36.00,24.00
54,hotspot,0054.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0054.png,2025-01-01T00:17:52.771084,37.975567,38.437855,1743.051392,0.859906,0.276939,-0.397987,0.159604,50.00,PERSP,36.00,24.00
55,hotspot,0055.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0055.png,2025-01-01T00:18:13.012048,38.517265,37.896248,1743.050781,0.861006,0.274112,-0.399955,0.153518,50.00,PERSP,36.00,24.00
56,hotspot,0056.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0056.png,2025-01-01T00:18:33.253012,39.051445,37.345387,1743.051514,0.862067,0.271262,-0.401907,0.147402,50.00,PERSP,36.00,24.00
57,hotspot,0057.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0057.png,2025-01-01T00:18:53.493976,39.569748,36.784931,1743.052734,0.863160,0.268412,-0.403694,0.141216,50.00,PERSP,36.00,24.00
58,hotspot,0058.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0058.png,2025-01-01T00:19:13.734940,40.107922,36.217781,1743.054565,0.864037,0.265496,-0.405819,0.135135,50.00,PERSP,36.00,24.00
59,hotspot,0059.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0059.png,2025-01-01T00:19:33.975904,40.614212,35.642052,1743.054932,0.865010,0.262606,-0.407637,0.128949,50.00,PERSP,36.00,24.00
60,hotspot,0060.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0060.png,2025-01-01T00:19:54.216867,41.121529,35.059807,1743.057251,0.865890,0.259690,-0.409533,0.122796,50.00,PERSP,36.00,24.00
61,hotspot,0061.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0061.png,2025-01-01T00:20:14.457831,41.614521,34.471436,1743.057617,0.866747,0.256773,-0.411358,0.116631,50.00,PERSP,36.00,24.00
62,hotspot,0062.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0062.png,2025-01-01T00:20:34.698795,42.099106,33.877857,1743.059937,0.867560,0.253852,-0.413151,0.110475,50.00,PERSP,36.00,24.00
63,hotspot,0063.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0063.png,2025-01-01T00:20:54.939759,42.571564,33.279598,1743.061646,0.868326,0.250929,-0.414920,0.104338,50.00,PERSP,36.00,24.00
64,hotspot,0064.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0064.png,2025-01-01T00:21:15.180723,43.032875,32.677799,1743.062378,0.869049,0.248010,-0.416650,0.098222,50.00,PERSP,36.00,24.00
65,hotspot,0065.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0065.png,2025-01-01T00:21:35.421687,43.481869,32.073273,1743.066040,0.869740,0.245102,-0.418318,0.092125,50.00,PERSP,36.00,24.00
66,hotspot,0066.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0066.png,2025-01-01T00:21:55.662651,43.927155,31.466043,1743.065186,0.870333,0.242182,-0.420064,0.086104,50.00,PERSP,36.00,24.00
67,hotspot,0067.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0067.png,2025-01-01T00:22:15.903614,44.357204,30.857864,1743.066162,0.870902,0.239281,-0.421731,0.080110,50.00,PERSP,36.00,24.00
68,hotspot,0068.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0068.png,2025-01-01T00:22:36.144578,44.761799,30.250658,1743.066162,0.871505,0.236430,-0.423190,0.074099,50.00,PERSP,36.00,24.00
69,hotspot,0069.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0069.png,2025-01-01T00:22:56.385542,45.179237,29.640936,1743.069458,0.871914,0.233529,-0.424936,0.068264,50.00,PERSP,36.00,24.00
70,hotspot,0070.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0070.png,2025-01-01T00:23:16.626506,45.576000,29.033350,1743.067749,0.872324,0.230667,-0.426549,0.062453,50.00,PERSP,36.00,24.00
71,hotspot,0071.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0071.png,2025-01-01T00:23:36.867470,45.949242,28.428991,1743.068848,0.872757,0.227862,-0.427979,0.056650,50.00,PERSP,36.00,24.00
72,hotspot,0072.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0072.png,2025-01-01T00:23:57.108434,46.313721,27.827150,1743.070190,0.873123,0.225071,-0.429424,0.050938,50.00,PERSP,36.00,24.00
73,hotspot,0073.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0073.png,2025-01-01T00:24:17.349398,46.671364,27.227680,1743.070557,0.873416,0.222292,-0.430901,0.045329,50.00,PERSP,36.00,24.00
74,hotspot,0074.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0074.png,2025-01-01T00:24:37.590361,47.012527,26.633339,1743.071655,0.873687,0.219553,-0.432302,0.039784,50.00,PERSP,36.00,24.00
75,hotspot,0075.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0075.png,2025-01-01T00:24:57.831325,47.341290,26.043932,1743.072632,0.873924,0.216850,-0.433653,0.034319,50.00,PERSP,36.00,24.00
76,hotspot,0076.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0076.png,2025-01-01T00:25:18.072289,47.663502,25.458467,1743.076294,0.874081,0.214159,-0.435061,0.028981,50.00,PERSP,36.00,24.00
77,hotspot,0077.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0077.png,2025-01-01T00:25:38.313253,47.970901,24.880358,1743.080078,0.874227,0.211519,-0.436376,0.023713,50.00,PERSP,36.00,24.00
78,hotspot,0078.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0078.png,2025-01-01T00:25:58.554217,48.256847,24.310841,1743.102417,0.874381,0.208946,-0.437559,0.018502,50.00,PERSP,36.00,24.00
79,hotspot,0079.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0079.png,2025-01-01T00:26:18.795181,48.540493,23.747210,1743.130737,0.874454,0.206384,-0.438812,0.013434,50.00,PERSP,36.00,24.00
80,hotspot,0080.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0080.png,2025-01-01T00:26:39.036145,48.806259,23.192978,1743.161743,0.874525,0.203887,-0.439959,0.008441,50.00,PERSP,36.00,24.00
81,hotspot,0081.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0081.png,2025-01-01T00:26:59.277108,49.061211,22.646816,1743.196777,0.874560,0.201430,-0.441087,0.003561,50.00,PERSP,36.00,24.00
82,hotspot,0082.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0082.png,2025-01-01T00:27:19.518072,49.307472,22.109577,1743.232178,0.874559,0.199015,-0.442196,-0.001205,50.00,PERSP,36.00,24.00
83,hotspot,0083.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0083.png,2025-01-01T00:27:39.759036,49.539898,21.582401,1743.268433,0.874542,0.196656,-0.443247,-0.005869,50.00,PERSP,36.00,24.00
84,hotspot,0084.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0084.png,2025-01-01T00:28:00,49.761665,21.066143,1743.307739,0.874499,0.194347,-0.444266,-0.010420,50.00,PERSP,36.00,24.00
85,hotspot,0085.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0085.png,2025-01-01T00:28:20.240964,49.969734,20.560802,1743.340942,0.874455,0.192105,-0.445200,-0.014877,50.00,PERSP,36.00,24.00
86,hotspot,0086.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0086.png,2025-01-01T00:28:40.481928,50.173843,20.064766,1743.373169,0.874352,0.189888,-0.446187,-0.019181,50.00,PERSP,36.00,24.00
87,hotspot,0087.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0087.png,2025-01-01T00:29:00.722892,50.360516,19.582588,1743.405640,0.874272,0.187757,-0.447044,-0.023409,50.00,PERSP,36.00,24.00
88,hotspot,0088.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0088.png,2025-01-01T00:29:20.963855,50.538208,19.111900,1743.414185,0.874171,0.185679,-0.447875,-0.027515,50.00,PERSP,36.00,24.00
89,hotspot,0089.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0089.png,2025-01-01T00:29:41.204819,50.714844,18.650324,1743.414917,0.874008,0.183620,-0.448780,-0.031455,50.00,PERSP,36.00,24.00
90,hotspot,0090.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0090.png,2025-01-01T00:30:01.445783,50.875862,18.204128,1743.417969,0.873872,0.181651,-0.449559,-0.035315,50.00,PERSP,36.00,24.00
91,hotspot,0091.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0091.png,2025-01-01T00:30:21.686747,51.028328,17.769514,1743.419678,0.873719,0.179736,-0.450317,-0.039049,50.00,PERSP,36.00,24.00
92,hotspot,0092.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0092.png,2025-01-01T00:30:41.927711,51.176201,17.345913,1743.412720,0.873532,0.177859,-0.451099,-0.042637,50.00,PERSP,36.00,24.00
93,hotspot,0093.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0093.png,2025-01-01T00:31:02.168675,51.313667,16.936979,1743.403198,0.873352,0.176055,-0.451812,-0.046119,50.00,PERSP,36.00,24.00
94,hotspot,0094.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0094.png,2025-01-01T00:31:22.409639,51.440121,16.541954,1743.400513,0.873181,0.174325,-0.452456,-0.049496,50.00,PERSP,36.00,24.00
95,hotspot,0095.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0095.png,2025-01-01T00:31:42.650602,51.559895,16.159792,1743.398071,0.872999,0.172652,-0.453080,-0.052746,50.00,PERSP,36.00,24.00
96,hotspot,0096.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0096.png,2025-01-01T00:32:02.891566,51.674629,15.791016,1743.403198,0.872802,0.171029,-0.453703,-0.055861,50.00,PERSP,36.00,24.00
97,hotspot,0097.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0097.png,2025-01-01T00:32:23.132530,51.780941,15.436480,1743.407593,0.872609,0.169474,-0.454277,-0.058861,50.00,PERSP,36.00,24.00
98,hotspot,0098.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0098.png,2025-01-01T00:32:43.373494,51.887077,15.092576,1743.427856,0.872380,0.167949,-0.454905,-0.061702,50.00,PERSP,36.00,24.00
99,hotspot,0099.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0099.png,2025-01-01T00:33:03.614458,51.980286,14.765097,1743.437622,0.872187,0.166519,-0.455420,-0.064458,50.00,PERSP,36.00,24.00
100,hotspot,0100.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0100.png,2025-01-01T00:33:23.855422,52.071060,14.450719,1743.440430,0.871975,0.165132,-0.455953,-0.067072,50.00,PERSP,36.00,24.00
101,lowsnr,0101.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0101.png,2025-01-01T00:33:44.096386,52.146252,14.154140,1743.445312,0.871816,0.163857,-0.456334,-0.069621,50.00,PERSP,36.00,24.00
102,lowsnr,0102.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0102.png,2025-01-01T00:34:04.337349,52.225048,13.867722,1743.456421,0.871612,0.162598,-0.456806,-0.071994,50.00,PERSP,36.00,24.00
103,lowsnr,0103.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0103.png,2025-01-01T00:34:24.578313,52.292236,13.598437,1743.480469,0.871446,0.161434,-0.457169,-0.074284,50.00,PERSP,36.00,24.00
104,lowsnr,0104.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0104.png,2025-01-01T00:34:44.819277,52.359474,13.340332,1743.489990,0.871253,0.160303,-0.457582,-0.076418,50.00,PERSP,36.00,24.00
105,lowsnr,0105.png,D:\BaiduNetdiskDownload\fire\CubeSat - 1 RU Generic_IRBatch250\images\0105.png,2025-01-01T00:35:05.060241,52.422878,13.096657,1743.504395,0.871062,0.159230,-0.457981,-0.078426,50.00,PERSP,36.00,24.00
