frame_idx,difficulty_reason,image_name,image_path,timestamp_iso,sat_x_km,sat_y_km,sat_z_km,quat_w,quat_x,quat_y,quat_z,cam_lens_mm,cam_type,cam_sensor_width_mm,cam_sensor_height_mm
21,lowlight,0021.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0021.png,2025-01-01T00:06:44.819277,-7.994913,-0.034082,1748.572998,0.155574,0.467632,0.086062,0.865858,50.00,PERSP,36.00,24.00
22,lowlight,0022.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0022.png,2025-01-01T00:07:05.060241,-7.993804,-0.105663,1748.576660,0.151668,0.467252,0.088160,0.866545,50.00,PERSP,36.00,24.00
23,lowlight,0023.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0023.png,2025-01-01T00:07:25.301205,-7.993424,-0.181516,1748.577881,0.147555,0.466825,0.090378,0.867257,50.00,PERSP,36.00,24.00
24,lowlight,0024.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0024.png,2025-01-01T00:07:45.542169,-7.991084,-0.260787,1748.577515,0.143206,0.466390,0.092699,0.867974,50.00,PERSP,36.00,24.00
25,lowlight,0025.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0025.png,2025-01-01T00:08:05.783133,-7.987287,-0.345090,1748.576416,0.138648,0.465887,0.095153,0.868718,50.00,PERSP,36.00,24.00
26,lowlight,0026.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0026.png,2025-01-01T00:08:26.024096,-7.984117,-0.432905,1748.577759,0.133817,0.465420,0.097691,0.869445,50.00,PERSP,36.00,24.00
27,lowlight,0027.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0027.png,2025-01-01T00:08:46.265060,-7.979179,-0.525372,1748.578125,0.128797,0.464817,0.100398,0.870216,50.00,PERSP,36.00,24.00
28,lowlight,0028.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0028.png,2025-01-01T00:09:06.506024,-7.971013,-0.622681,1748.579834,0.123547,0.464143,0.103243,0.871004,50.00,PERSP,36.00,24.00
29,lowlight,0029.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0029.png,2025-01-01T00:09:26.746988,-7.961898,-0.723502,1748.586670,0.118024,0.463460,0.106196,0.871778,50.00,PERSP,36.00,24.00
30,lowlight,0030.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0030.png,2025-01-01T00:09:46.987952,-7.952160,-0.829640,1748.587036,0.112215,0.462782,0.109253,0.872528,50.00,PERSP,36.00,24.00
31,lowlight,0031.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0031.png,2025-01-01T00:10:07.228916,-7.940146,-0.939764,1748.593140,0.106142,0.462052,0.112442,0.873269,50.00,PERSP,36.00,24.00
32,lowlight,0032.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0032.png,2025-01-01T00:10:27.469880,-7.925199,-1.054446,1748.592163,0.099828,0.461214,0.115787,0.874019,50.00,PERSP,36.00,24.00
33,lowlight,0033.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0033.png,2025-01-01T00:10:47.710843,-7.909390,-1.173495,1748.594971,0.093207,0.460378,0.119240,0.874726,50.00,PERSP,36.00,24.00
34,lowlight,0034.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0034.png,2025-01-01T00:11:07.951807,-7.889313,-1.297291,1748.590820,0.086336,0.459427,0.122852,0.875432,50.00,PERSP,36.00,24.00
35,lowlight,0035.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0035.png,2025-01-01T00:11:28.192771,-7.866909,-1.426877,1748.588013,0.079220,0.458333,0.126632,0.876139,50.00,PERSP,36.00,24.00
36,lowlight,0036.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0036.png,2025-01-01T00:11:48.433735,-7.841611,-1.560072,1748.584961,0.071785,0.457231,0.130522,0.876784,50.00,PERSP,36.00,24.00
37,lowlight,0037.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0037.png,2025-01-01T00:12:08.674699,-7.812036,-1.697823,1748.580566,0.064075,0.456026,0.134561,0.877398,50.00,PERSP,36.00,24.00
38,lowlight,0038.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0038.png,2025-01-01T00:12:28.915663,-7.780286,-1.840416,1748.579468,0.056020,0.454852,0.138692,0.877915,50.00,PERSP,36.00,24.00
39,lowlight,0039.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0039.png,2025-01-01T00:12:49.156627,-7.744022,-1.987471,1748.574097,0.047735,0.453471,0.143007,0.878427,50.00,PERSP,36.00,24.00
40,lowlight,0040.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0040.png,2025-01-01T00:13:09.397590,-7.704513,-2.138038,1748.573242,0.039093,0.452141,0.147405,0.878813,50.00,PERSP,36.00,24.00
41,lowlight,0041.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0041.png,2025-01-01T00:13:29.638554,-7.659607,-2.293352,1748.567627,0.030227,0.450584,0.151984,0.879182,50.00,PERSP,36.00,24.00
42,lowlight,0042.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0042.png,2025-01-01T00:13:49.879518,-7.609479,-2.453223,1748.562012,0.021086,0.448909,0.156697,0.879478,50.00,PERSP,36.00,24.00
43,lowlight,0043.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0043.png,2025-01-01T00:14:10.120482,-7.554511,-2.616037,1748.552856,0.011602,0.447269,0.161489,0.879623,50.00,PERSP,36.00,24.00
44,lowlight,0044.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0044.png,2025-01-01T00:14:30.361446,-7.496408,-2.782174,1748.552490,0.001876,0.445461,0.166421,0.879696,50.00,PERSP,36.00,24.00
45,lowlight,0045.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0045.png,2025-01-01T00:14:50.602410,-7.429762,-2.952013,1748.551392,0.008055,-0.443417,-0.171507,-0.879717,50.00,PERSP,36.00,24.00
46,lowlight,0046.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0046.png,2025-01-01T00:15:10.843373,-7.359289,-3.124131,1748.546753,0.018325,-0.441454,-0.176639,-0.879535,50.00,PERSP,36.00,24.00
47,lowlight,0047.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0047.png,2025-01-01T00:15:31.084337,-7.283341,-3.298242,1748.543701,0.028829,-0.439365,-0.181875,-0.879232,50.00,PERSP,36.00,24.00
48,lowlight,0048.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0048.png,2025-01-01T00:15:51.325301,-7.199656,-3.474822,1748.537354,0.039502,-0.437032,-0.187237,-0.878854,50.00,PERSP,36.00,24.00
49,lowlight,0049.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0049.png,2025-01-01T00:16:11.566265,-7.112315,-3.652730,1748.532593,0.050446,-0.434732,-0.192638,-0.878267,50.00,PERSP,36.00,24.00
50,lowlight,0050.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0050.png,2025-01-01T00:16:31.807229,-7.017760,-3.831589,1748.526245,0.061566,-0.432285,-0.198117,-0.877547,50.00,PERSP,36.00,24.00
51,backlit,0051.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0051.png,2025-01-01T00:16:52.048193,-6.917165,-4.010827,1748.523315,0.072849,-0.429714,-0.203656,-0.876677,50.00,PERSP,36.00,24.00
52,backlit,0052.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0052.png,2025-01-01T00:17:12.289157,-6.809163,-4.189779,1748.520264,0.084257,-0.426976,-0.209253,-0.875674,50.00,PERSP,36.00,24.00
53,backlit,0053.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0053.png,2025-01-01T00:17:32.530120,-6.695240,-4.368068,1748.519043,0.095781,-0.424112,-0.214882,-0.874518,50.00,PERSP,36.00,24.00
54,backlit,0054.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0054.png,2025-01-01T00:17:52.771084,-6.576346,-4.544980,1748.519287,0.107446,-0.421260,-0.220506,-0.873139,50.00,PERSP,36.00,24.00
55,backlit,0055.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0055.png,2025-01-01T00:18:13.012048,-6.453167,-4.719946,1748.518677,0.119169,-0.418278,-0.226141,-0.871609,50.00,PERSP,36.00,24.00
56,backlit,0056.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0056.png,2025-01-01T00:18:33.253012,-6.322885,-4.892538,1748.519409,0.130934,-0.415201,-0.231766,-0.869913,50.00,PERSP,36.00,24.00
57,backlit,0057.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0057.png,2025-01-01T00:18:53.493976,-6.187109,-5.061924,1748.520386,0.142659,-0.411888,-0.237390,-0.868126,50.00,PERSP,36.00,24.00
58,backlit,0058.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0058.png,2025-01-01T00:19:13.734940,-6.049891,-5.228075,1748.522705,0.154498,-0.408855,-0.242924,-0.866000,50.00,PERSP,36.00,24.00
59,backlit,0059.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0059.png,2025-01-01T00:19:33.975904,-5.905722,-5.390070,1748.523071,0.166189,-0.405462,-0.248447,-0.863861,50.00,PERSP,36.00,24.00
60,backlit,0060.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0060.png,2025-01-01T00:19:54.216867,-5.758799,-5.547461,1748.525146,0.177845,-0.402107,-0.253893,-0.861521,50.00,PERSP,36.00,24.00
61,backlit,0061.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0061.png,2025-01-01T00:20:14.457831,-5.606484,-5.700069,1748.525391,0.189386,-0.398653,-0.259267,-0.859063,50.00,PERSP,36.00,24.00
62,backlit,0062.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0062.png,2025-01-01T00:20:34.698795,-5.452909,-5.847261,1748.527588,0.200801,-0.395148,-0.264553,-0.856475,50.00,PERSP,36.00,24.00
63,backlit,0063.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0063.png,2025-01-01T00:20:54.939759,-5.297342,-5.988993,1748.529541,0.212067,-0.391612,-0.269739,-0.853761,50.00,PERSP,36.00,24.00
64,backlit,0064.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0064.png,2025-01-01T00:21:15.180723,-5.138595,-6.124502,1748.530029,0.223156,-0.388044,-0.274815,-0.850941,50.00,PERSP,36.00,24.00
65,backlit,0065.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0065.png,2025-01-01T00:21:35.421687,-4.979659,-6.254409,1748.533447,0.234043,-0.384427,-0.279775,-0.848036,50.00,PERSP,36.00,24.00
66,backlit,0066.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0066.png,2025-01-01T00:21:55.662651,-4.820216,-6.378133,1748.532959,0.244748,-0.380920,-0.284606,-0.844984,50.00,PERSP,36.00,24.00
67,backlit,0067.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0067.png,2025-01-01T00:22:15.903614,-4.660896,-6.495853,1748.533936,0.255208,-0.377371,-0.289306,-0.841880,50.00,PERSP,36.00,24.00
68,backlit,0068.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0068.png,2025-01-01T00:22:36.144578,-4.500205,-6.606310,1748.533325,0.265371,-0.373658,-0.293871,-0.838808,50.00,PERSP,36.00,24.00
69,backlit,0069.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0069.png,2025-01-01T00:22:56.385542,-4.343005,-6.712400,1748.537354,0.275368,-0.370300,-0.298293,-0.835507,50.00,PERSP,36.00,24.00
70,backlit,0070.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0070.png,2025-01-01T00:23:16.626506,-4.187136,-6.811655,1748.535645,0.285065,-0.366874,-0.302573,-0.832221,50.00,PERSP,36.00,24.00
71,backlit,0071.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0071.png,2025-01-01T00:23:36.867470,-4.030462,-6.904122,1748.536133,0.294442,-0.363337,-0.306703,-0.828989,50.00,PERSP,36.00,24.00
72,backlit,0072.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0072.png,2025-01-01T00:23:57.108434,-3.877727,-6.991652,1748.538208,0.303547,-0.359902,-0.310685,-0.825714,50.00,PERSP,36.00,24.00
73,backlit,0073.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0073.png,2025-01-01T00:24:17.349398,-3.727322,-7.072774,1748.538086,0.312380,-0.356593,-0.314523,-0.822396,50.00,PERSP,36.00,24.00
74,backlit,0074.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0074.png,2025-01-01T00:24:37.590361,-3.579820,-7.148438,1748.539185,0.320908,-0.353304,-0.318211,-0.819107,50.00,PERSP,36.00,24.00
75,backlit,0075.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0075.png,2025-01-01T00:24:57.831325,-3.434190,-7.219260,1748.540161,0.329137,-0.350070,-0.321752,-0.815840,50.00,PERSP,36.00,24.00
76,backlit,0076.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0076.png,2025-01-01T00:25:18.072289,-3.294090,-7.285620,1748.543945,0.337093,-0.347003,-0.325156,-0.812546,50.00,PERSP,36.00,24.00
77,backlit,0077.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0077.png,2025-01-01T00:25:38.313253,-3.156246,-7.346378,1748.548340,0.344741,-0.343955,-0.328414,-0.809317,50.00,PERSP,36.00,24.00
78,backlit,0078.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0078.png,2025-01-01T00:25:58.554217,-3.021696,-7.402390,1748.569580,0.352073,-0.340887,-0.331522,-0.806185,50.00,PERSP,36.00,24.00
79,backlit,0079.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0079.png,2025-01-01T00:26:18.795181,-2.892394,-7.454319,1748.599243,0.359141,-0.338012,-0.334506,-0.803039,50.00,PERSP,36.00,24.00
80,backlit,0080.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0080.png,2025-01-01T00:26:39.036145,-2.765149,-7.502167,1748.629639,0.365909,-0.335151,-0.337348,-0.799988,50.00,PERSP,36.00,24.00
81,backlit,0081.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0081.png,2025-01-01T00:26:59.277108,-2.643412,-7.546217,1748.664185,0.372400,-0.332394,-0.340062,-0.796988,50.00,PERSP,36.00,24.00
82,backlit,0082.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0082.png,2025-01-01T00:27:19.518072,-2.525244,-7.586280,1748.699463,0.378620,-0.329743,-0.342652,-0.794044,50.00,PERSP,36.00,24.00
83,backlit,0083.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0083.png,2025-01-01T00:27:39.759036,-2.410597,-7.623399,1748.735474,0.384567,-0.327158,-0.345117,-0.791183,50.00,PERSP,36.00,24.00
84,backlit,0084.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0084.png,2025-01-01T00:28:00,-2.300321,-7.657006,1748.774658,0.390251,-0.324666,-0.347464,-0.788394,50.00,PERSP,36.00,24.00
85,backlit,0085.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0085.png,2025-01-01T00:28:20.240964,-2.194904,-7.687955,1748.808838,0.395670,-0.322214,-0.349687,-0.785711,50.00,PERSP,36.00,24.00
86,backlit,0086.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0086.png,2025-01-01T00:28:40.481928,-2.092754,-7.716815,1748.840698,0.400857,-0.319942,-0.351815,-0.783056,50.00,PERSP,36.00,24.00
87,backlit,0087.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0087.png,2025-01-01T00:29:00.722892,-1.995160,-7.742259,1748.871826,0.405783,-0.317660,-0.353820,-0.780541,50.00,PERSP,36.00,24.00
88,backlit,0088.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0088.png,2025-01-01T00:29:20.963855,-1.900795,-7.765138,1748.881104,0.410476,-0.315477,-0.355722,-0.778104,50.00,PERSP,36.00,24.00
89,backlit,0089.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0089.png,2025-01-01T00:29:41.204819,-1.812361,-7.787258,1748.881714,0.414961,-0.313494,-0.357545,-0.775687,50.00,PERSP,36.00,24.00
90,backlit,0090.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0090.png,2025-01-01T00:30:01.445783,-1.726541,-7.806624,1748.885010,0.419205,-0.311500,-0.359254,-0.773415,50.00,PERSP,36.00,24.00
91,backlit,0091.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0091.png,2025-01-01T00:30:21.686747,-1.644138,-7.823903,1748.886841,0.423238,-0.309606,-0.360874,-0.771222,50.00,PERSP,36.00,24.00
92,backlit,0092.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0092.png,2025-01-01T00:30:41.927711,-1.566812,-7.840517,1748.879883,0.427071,-0.307856,-0.362417,-0.769083,50.00,PERSP,36.00,24.00
93,backlit,0093.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0093.png,2025-01-01T00:31:02.168675,-1.493091,-7.854472,1748.869141,0.430696,-0.306150,-0.363866,-0.767056,50.00,PERSP,36.00,24.00
94,backlit,0094.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0094.png,2025-01-01T00:31:22.409639,-1.422943,-7.867668,1748.867310,0.434117,-0.304487,-0.365225,-0.765141,50.00,PERSP,36.00,24.00
95,backlit,0095.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0095.png,2025-01-01T00:31:42.650602,-1.355486,-7.879250,1748.864624,0.437350,-0.302917,-0.366506,-0.763308,50.00,PERSP,36.00,24.00
96,backlit,0096.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0096.png,2025-01-01T00:32:02.891566,-1.292584,-7.889835,1748.869629,0.440403,-0.301456,-0.367718,-0.761546,50.00,PERSP,36.00,24.00
97,backlit,0097.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0097.png,2025-01-01T00:32:23.132530,-1.232830,-7.899329,1748.873901,0.443274,-0.300055,-0.368852,-0.759884,50.00,PERSP,36.00,24.00
98,backlit,0098.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0098.png,2025-01-01T00:32:43.373494,-1.176855,-7.908870,1748.894409,0.445985,-0.298817,-0.369934,-0.758257,50.00,PERSP,36.00,24.00
99,backlit,0099.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0099.png,2025-01-01T00:33:03.614458,-1.124764,-7.915563,1748.903809,0.448514,-0.297566,-0.370927,-0.756771,50.00,PERSP,36.00,24.00
100,backlit,0100.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0100.png,2025-01-01T00:33:23.855422,-1.074793,-7.922873,1748.907593,0.450886,-0.296438,-0.371865,-0.755343,50.00,PERSP,36.00,24.00
101,overexpose,0101.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0101.png,2025-01-01T00:33:44.096386,-1.027959,-7.928759,1748.912476,0.453078,-0.295253,-0.372708,-0.754079,50.00,PERSP,36.00,24.00
102,overexpose,0102.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0102.png,2025-01-01T00:34:04.337349,-0.984795,-7.934407,1748.923096,0.455135,-0.294264,-0.373517,-0.752825,50.00,PERSP,36.00,24.00
103,overexpose,0103.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0103.png,2025-01-01T00:34:24.578313,-0.944511,-7.938751,1748.946655,0.457027,-0.293257,-0.374246,-0.751709,50.00,PERSP,36.00,24.00
104,overexpose,0104.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0104.png,2025-01-01T00:34:44.819277,-0.907392,-7.943284,1748.956177,0.458785,-0.292400,-0.374935,-0.750628,50.00,PERSP,36.00,24.00
105,overexpose,0105.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0105.png,2025-01-01T00:35:05.060241,-0.872915,-7.947034,1748.970947,0.460401,-0.291624,-0.375570,-0.749623,50.00,PERSP,36.00,24.00
106,overexpose,0106.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0106.png,2025-01-01T00:35:25.301205,-0.842392,-7.950736,1748.984497,0.461882,-0.290954,-0.376159,-0.748676,50.00,PERSP,36.00,24.00
107,overexpose,0107.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0107.png,2025-01-01T00:35:45.542169,-0.813911,-7.953608,1748.996826,0.463207,-0.290219,-0.376662,-0.747889,50.00,PERSP,36.00,24.00
108,overexpose,0108.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0108.png,2025-01-01T00:36:05.783133,-0.788580,-7.956219,1749.001953,0.464410,-0.289631,-0.377132,-0.747133,50.00,PERSP,36.00,24.00
109,overexpose,0109.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0109.png,2025-01-01T00:36:26.024096,-0.765938,-7.958545,1749.015991,0.465480,-0.289101,-0.377549,-0.746462,50.00,PERSP,36.00,24.00
110,overexpose,0110.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0110.png,2025-01-01T00:36:46.265060,-0.745328,-7.959992,1749.036987,0.466415,-0.288592,-0.377904,-0.745896,50.00,PERSP,36.00,24.00
111,overexpose,0111.png,D:\BaiduNetdiskDownload\fire\Aqua_VisibleBatch250\images\0111.png,2025-01-01T00:37:06.506024,-0.728154,-7.962437,1749.054077,0.467235,-0.288229,-0.378232,-0.745356,50.00,PERSP,36.00,24.00
